Date,Open,High,Low,Close,Adj Close,Volume
2007-12-03,148.190002,148.449997,147.289993,147.679993,114.118706,146430400
2007-12-04,146.660004,147.539993,146.309998,146.360001,113.098663,136533900
2007-12-05,147.929993,149.199997,147.830002,148.809998,114.991920,171130000
2007-12-06,148.630005,151.210007,148.570007,150.940002,116.637856,154457400
2007-12-07,151.419998,151.500000,150.550003,150.910004,116.614746,148980100
2007-12-10,151.279999,152.250000,150.860001,152.080002,117.518806,123914300
2007-12-11,152.139999,152.889999,147.830002,147.910004,114.296432,250346400
2007-12-12,151.059998,151.770004,147.199997,149.369995,115.424683,322435600
2007-12-13,148.320007,149.389999,147.300003,149.059998,115.185074,237551300
2007-12-14,147.929993,149.100006,147.100006,147.169998,113.724602,159152900
2007-12-17,146.610001,146.869995,144.860001,145.070007,112.101860,177269400
2007-12-18,146.100006,146.479996,143.960007,145.880005,112.727798,245569300
2007-12-19,145.940002,146.889999,144.940002,145.880005,112.727798,198917200
2007-12-20,146.839996,146.860001,145.179993,146.800003,113.438759,214813800
2007-12-21,147.369995,148.419998,147.089996,148.130005,115.073982,146084400
2007-12-24,148.820007,149.479996,148.479996,149.229996,115.928497,45601400
2007-12-26,148.649994,149.679993,148.500000,149.550003,116.177063,67093100
2007-12-27,149.020004,149.029999,147.320007,147.669998,114.716637,122981700
2007-12-28,148.539993,148.610001,146.899994,147.300003,114.429184,116398100
2007-12-31,147.100006,147.610001,146.059998,146.210007,113.582451,108126800
2008-01-02,146.529999,146.990005,143.880005,144.929993,112.588051,204935600
2008-01-03,144.910004,145.490005,144.070007,144.860001,112.533707,125133300
2008-01-04,143.339996,143.440002,140.910004,141.309998,109.775894,232330900
2008-01-07,141.809998,142.229996,140.100006,141.190002,109.682663,234991000
2008-01-08,142.080002,142.899994,138.440002,138.910004,107.911469,326365700
2008-01-09,139.089996,140.789993,137.699997,140.369995,109.045631,301824900
2008-01-10,139.679993,142.800003,139.369995,141.289993,109.760323,335701200
2008-01-11,140.779999,141.899994,139.000000,140.149994,108.874718,267076600
2008-01-14,141.160004,141.860001,140.399994,141.279999,109.752579,170365500
2008-01-15,139.789993,141.490005,137.899994,138.169998,107.336578,239940100
2008-01-16,137.360001,139.119995,136.279999,136.979996,106.412148,378802600
2008-01-17,137.809998,137.880005,132.929993,133.429993,103.654343,397892600
2008-01-18,134.740005,135.020004,131.100006,132.059998,102.590050,348561500
2008-01-22,127.209999,132.429993,126.000000,130.720001,101.549118,435923700
